[DEBUG][2020-08-17 16:58:29,023][com.uxsino.testFileUtiles]HAHA
[DEBUG][2020-08-31 16:48:43,718][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:48:43,719][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:48:43,719][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:48:43,720][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:48:43,720][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:48:43,721][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:48:43,721][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:48:43,726][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:48:43,727][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:43,727][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:58,856][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:48:58,859][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:48:58,931][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:48:58,934][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:48:58,936][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:48:58,955][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:48:58,957][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:48:58,966][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:59,514][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:59,515][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:59,515][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:59,523][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:59,523][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:59,523][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:59,539][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:48:59,571][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:48:59,573][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:48:59,573][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:48:59,574][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:48:59,574][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:48:59,575][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:48:59,575][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:48:59,588][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:48:59,589][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:48:59,589][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:48:59,590][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:48:59,590][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:48:59,591][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:48:59,591][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:48:59,592][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:48:59,592][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:48:59,593][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:48:59,594][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:48:59,600][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:48:59,601][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:59,601][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-09-02 19:03:53,289][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-09-02 19:03:53,292][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-09-02 19:03:53,434][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-09-02 19:03:53,437][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-09-02 19:03:53,439][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-09-02 19:03:53,497][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-09-02 19:03:53,501][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-09-02 19:03:53,549][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:15,906][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from URL: file:/D:/justForTest/target/classes/ehcache.xml
[DEBUG][2020-09-04 09:36:15,919][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-09-04 09:36:16,201][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-09-04 09:36:16,204][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-09-04 09:36:16,207][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-09-04 09:36:16,327][net.sf.ehcache.CacheManager]Creating new CacheManager with config URL: file:/D:/justForTest/target/classes/ehcache.xml
[DEBUG][2020-09-04 09:36:16,328][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-09-04 09:36:16,390][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:17,001][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:17,002][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-09-04 09:36:17,002][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:17,008][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:17,008][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-09-04 09:36:17,009][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-09-04 09:36:17,026][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-09-04 09:36:17,075][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-09-04 09:36:17,078][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-09-04 09:36:17,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-09-04 09:36:17,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-09-04 09:36:17,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-09-04 09:36:17,080][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-09-04 09:36:17,080][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-09-04 09:36:17,092][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-09-04 09:36:17,093][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-09-04 09:36:17,094][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-09-04 09:36:17,094][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-09-04 09:36:17,095][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-09-04 09:36:17,095][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-09-04 09:36:17,096][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-09-04 09:36:17,096][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-09-04 09:36:17,097][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-09-04 09:36:17,097][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-09-04 09:36:17,098][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-09-04 09:36:17,103][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-09-04 09:36:17,103][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-09-04 09:36:17,103][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
